Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,x,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Ober den Apfelbäumen,http://www.daten.rlp.de/dataset/8d194b15-0991-46a2-875d-1ad212a3382d,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Halsenbach - Ebene: Kleinzipers II 2. Änderung,http://www.daten.rlp.de/dataset/b3ea4986-9e52-4915-9de2-33d426d6021a,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Schwall - Ebene: Oben am Dorf 1. Änderung,http://www.daten.rlp.de/dataset/d8be808d-6665-4127-86b0-e76ba10e175a,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Karbach - Ebene: Klarstellungs- und Ergänzungssatzung Im Kirchbuschstück,http://www.daten.rlp.de/dataset/7ce8fe5d-2547-4b53-a8cb-00950fbae683,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Henchen II 3. Änderung,http://www.daten.rlp.de/dataset/62234362-c8d2-45b6-a447-5f922f04901b,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/829c15f8-3ebb-4359-9585-38c6f23665b1,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Badenhard - Ebene: Badenhard,http://www.daten.rlp.de/dataset/9fe6ca05-7375-417d-94be-775c1e99d806,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Hausbay - Ebene: Umringe der Bebauungspläne von Hausbay,http://www.daten.rlp.de/dataset/fe8020c3-c9b5-4ef8-92f4-5fdf51f67420,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Maisborn - Ebene: Hinter den Hopfengärten,http://www.daten.rlp.de/dataset/20ccdc55-d15b-45f9-9125-0321e36b2c9f,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Pfalzfeld - Ebene: Im Poststraßenflur,http://www.daten.rlp.de/dataset/20cac9ca-1978-44b6-884c-243b9f858688,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Dörth - Ebene: Budenbach,http://www.daten.rlp.de/dataset/0071f81b-b1ea-4c61-bbcc-8ea5ed95e898,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Halsenbach - Ebene: Kleinzipers II 1. Änderung,http://www.daten.rlp.de/dataset/274e7b26-6743-4047-ad51-a3ab15751f7e,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Leiningen - Ebene: Kirchenflur 2. Änderung,http://www.daten.rlp.de/dataset/b8095ae0-6efd-43de-b7e1-163a46772d0d,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Ortsmittelpunkt 2. Änderung,http://www.daten.rlp.de/dataset/b1b1092c-dad5-4b1f-ad36-6c48490bec2b,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Hungenroth - Ebene: Auf der Dreispitz,http://www.daten.rlp.de/dataset/c8722aba-34cb-4be0-b7c0-355329ad1aec,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Heilbrünnchen I,http://www.daten.rlp.de/dataset/a5266cbc-c78f-43b3-8c02-86fc00178b52,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Kratzenburg,http://www.daten.rlp.de/dataset/41296814-fe42-4628-a81b-8f96af01895f,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Thörlingen - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/c7045063-833b-45f3-a06c-e19c557e0053,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Henchen I,http://www.daten.rlp.de/dataset/37d0869b-ba2a-4c03-a2d6-09a3308048e7,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Hellerwald II 1. Änderung,http://www.daten.rlp.de/dataset/98f6c0c7-2aa9-42aa-9f97-5e9f70667b5e,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Henchen I 2. Änderung,http://www.daten.rlp.de/dataset/d2b3aa58-0c93-4238-96de-f66dd6141669,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Niedert - Ebene: Gewann zur Heide,http://www.daten.rlp.de/dataset/009b48a7-701e-4d3e-9eb4-550bc86719b9,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Morshausen - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/e3eddfee-9c6f-4cff-af82-1108ccae8279,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Ney - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/251b8dee-41bf-432b-9291-341d20b6b8b2,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Leiningen - Ebene: Auf dem Flürchen,http://www.daten.rlp.de/dataset/5f07896c-36c4-4808-83ae-d38689a8d611,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Hausbay - Ebene: Campingplatz Schinderhannes,http://www.daten.rlp.de/dataset/16e4333a-33fa-4ff4-8a45-566b7b35caa1,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Hellerwald II,http://www.daten.rlp.de/dataset/34abf65c-8558-4828-a4c3-3f820f531ebe,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Maisborn - Ebene: Ergänzungssatzung Hinter Schusters Garten,http://www.daten.rlp.de/dataset/a4cca78e-13b4-4871-8098-ca98e2535104,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Hausbay - Ebene: Aufm Hähnchen / Auf der Dann 1. Änderung,http://www.daten.rlp.de/dataset/c5aa3101-af2d-457d-99cd-ac26dd0f9c08,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Henchen I 1. Änderung,http://www.daten.rlp.de/dataset/614e3f41-2c0a-4626-b5c7-785d0e44de78,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Beulich - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/2cea5c54-1472-41e5-a373-e9b1acee21c6,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Badenhard - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/29345cfe-80b5-4ded-9fd3-faf215922773,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Badenhard - Ebene: Umringe der Bebauungspläne von Badenhard,http://www.daten.rlp.de/dataset/6b929175-49ed-4421-9b0e-410db3ea0857,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Leiningen - Ebene: Quellenhof 1. Änderung,http://www.daten.rlp.de/dataset/1e906016-a715-4473-b48f-b708d9bcef44,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Utzenhain - Ebene: Utzenhain,http://www.daten.rlp.de/dataset/6d92231a-04f4-4064-b286-56abfb100845,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Leiningen - Ebene: Kirchenflur 1. Änderung,http://www.daten.rlp.de/dataset/60ea91a7-2137-4212-b918-bb165e59fba4,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Ney - Ebene: In den Schmidtstücken II,http://www.daten.rlp.de/dataset/498c5c0a-7f5d-4398-8838-b0e44d773be5,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Pfalzfeld - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/41eeda46-fb65-4165-8b18-20fd4acb0a80,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Ney - Ebene: Klarstellungssatzung In der Hohl,http://www.daten.rlp.de/dataset/c462b1d1-da1f-42a4-97a6-902b482d0bb0,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Hungenroth - Ebene: Im Stiergarten / Auf dem Holzweg,http://www.daten.rlp.de/dataset/566ea47e-8258-4720-b708-d3e8321ecb94,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Ney - Ebene: Umringe der Bebauungspläne von Ney,http://www.daten.rlp.de/dataset/9a29e12a-a2c0-4095-9e66-46693bfa59e2,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Leiningen - Ebene: Kirchenflur,http://www.daten.rlp.de/dataset/3fa40f63-ced6-445c-b81e-5e6ece4effc1,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Hellerwald II 2. Änderung,http://www.daten.rlp.de/dataset/25a0370e-80b6-4680-a64f-b0d881d94432,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Emmelshausen - Ebene: Ergänzungssatzung Simmerner Straße,http://www.daten.rlp.de/dataset/d733d72e-a142-4750-bd1f-c4ac68cb0684,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Bickenbach - Ebene: Auf der Trift / Ober dem Dorf 3. Änderung,http://www.daten.rlp.de/dataset/bf21e03e-8718-4af4-b599-ae8da6423f91,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Gondershausen - Ebene: Gondershausen,http://www.daten.rlp.de/dataset/90c0b775-ddd8-4143-aa12-33b0818631bb,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Morshausen - Ebene: Morshausen,http://www.daten.rlp.de/dataset/5ed373ac-4080-4551-b0a9-754f63add3b0,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Karbach - Ebene: Ober den Kohlgärten 1. Änderung,http://www.daten.rlp.de/dataset/3752fef1-d023-46ce-8e84-4ced53ea82d9,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Kratzenburg - Ebene: Ober den Apfelbäumen 1. Änderung,http://www.daten.rlp.de/dataset/8551b2c6-4af6-435d-834d-7a2a2c57dd69,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Halsenbach - Ebene: Klarstellungs- und Ergänzungssatzung Ehrerheide,http://www.daten.rlp.de/dataset/b1e08571-7944-43d4-93b4-7fa5b5aabc71,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Karbach - Ebene: Karbach,http://www.daten.rlp.de/dataset/50aa0d62-2786-4b79-853f-31d53b6c4a1b,cc-nc,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Pfalzfeld - Ebene: Hinter dem Mühlberg / In der Scheib,http://www.daten.rlp.de/dataset/685ea05c-88d1-4583-8252-2feb09c370d7,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
